URI,Album,Song Name,Popularity,Disc Number,Track Number,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
2F3N9tdombb64aW6VtZOdo,The Tortured Poets Department,Down Bad,77,1,4,True,0.541,0.366,11,-10.412,1,0.0748,0.56,1e-06,0.0946,0.168,159.707,261228,4
0VE4kBnHJUgtMf0dy6DRmW,Reputation,Getaway Car,77,1,9,False,0.562,0.6890000000000001,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.35100000000000003,172.054,233627,4
7KokYm8cMIXCsGVmUvKtqf,Midnights,Karma,77,1,11,True,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852,4
3sW3oSbzsfecv9XoUdGs7h,Speak Now,Enchanted,77,1,9,False,0.505,0.532,8,-3.5260000000000002,1,0.0265,0.012,0.0,0.149,0.21600000000000003,81.907,353253,4
7Mts0OfPorF4iwOomvfqn1,The Tortured Poets Department,So High School,77,1,22,False,0.366,0.866,7,-4.5139999999999985,1,0.0466,0.0274,3.07e-06,0.106,0.293,176.07,228800,4
18WFFUIsewmA8g31KAeo3e,The Tortured Poets Department,The Prophecy,77,1,26,False,0.42100000000000004,0.525,10,-10.359000000000002,1,0.0472,0.825,2.67e-06,0.308,0.535,167.92700000000005,249807,4
1fzAuUVbzlhZ1lJAx9PtY6,Lover,Daylight,77,1,18,False,0.557,0.496,0,-9.602,1,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,293453,4
4pvb0WLRcMtbPGmtejJJ6y,folklore,exile (Ft. Bon Iver),77,1,4,False,0.298,0.38,6,-8.426,1,0.0287,0.778,5.6200000000000004e-05,0.11,0.152,75.602,285634,4
4y5bvROuBDPr5fuwXbIBZR,Lover,Paper Rings,76,1,8,False,0.8109999999999999,0.7190000000000001,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4
1Iq8oo9XkmmvCQiGOfORiz,1989,Is It Over Now?,76,1,21,False,0.596,0.6579999999999999,0,-7.346,1,0.036000000000000004,0.0504,0.0,0.127,0.17600000000000002,100.012,229478,4
4D7BCuvgdJlYvlX5WlN54t,Midnights,"You're On Your Own, Kid",76,1,5,False,0.696,0.396,2,-10.289000000000001,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,194207,4
45wMBGri1PORPjM9PwFfrS,1989,Blank Space,76,1,2,False,0.737,0.725,0,-5.4170000000000025,1,0.0641,0.0976,0.0,0.174,0.755,96.012,231833,4
1hjRhYpWyqDpPahmSlUTlc,1989,Style,76,1,3,False,0.575,0.8240000000000001,2,-4.823,1,0.038,0.0004179999999999,0.0214,0.0901,0.292,94.971,231000,4
1kcwpPDQnqEqmezzXdJTCP,The Tortured Poets Department,imgonnagetyouback,76,1,18,False,0.784,0.391,9,-9.471,1,0.0633,0.608,0.0,0.252,0.15,110.007,222072,4
5KD6AEm19QnMbfWpfoOHMl,1989,Now That We Don't Talk,75,1,19,False,0.7929999999999999,0.512,0,-9.318999999999999,1,0.0338,0.18600000000000003,3.81e-05,0.0889,0.0662,109.994,146437,4
71BqAINEnezjQfxE4VuJfq,1989,"""Slut!""",75,1,17,False,0.629,0.413,7,-13.177999999999999,1,0.055,0.345,7.62e-05,0.0603,0.306,77.983,180381,4
5Bedn0svl0ZD7RGmJkmKKw,The Tortured Poets Department,How Did It End?,75,1,21,False,0.49200000000000005,0.379,0,-8.859,1,0.0257,0.785,0.00093,0.10800000000000001,0.273,83.993,238707,3
214nt20w5wOxJnY462klLw,Lover,Miss Americana & The Heartbreak Prince,75,1,7,False,0.662,0.747,11,-6.926,0,0.0736,0.0279999999999999,0.00615,0.138,0.48700000000000004,150.088,234147,4
1K39ty6o1sHwwlZwO6a7wK,1989,Wildest Dreams,75,1,9,False,0.581,0.672,8,-7.415,1,0.0739,0.0411,9.350000000000001e-05,0.11800000000000001,0.514,140.061,220433,4
2NmsngXHeC1GQ9wWrzhOMf,folklore,illicit affairs,75,1,10,False,0.5589999999999999,0.31,10,-10.445,1,0.0338,0.8809999999999999,0.0,0.106,0.46,119.845,190898,4
36t6frENUtCYKuZus6aYDO,The Tortured Poets Department,Who’s Afraid of Little Old Me?,75,1,10,False,0.606,0.3379999999999999,0,-10.555,1,0.048,0.315,0.0,0.106,0.23800000000000002,119.88,334085,4
6YvqWjhGD8mB5QXcbcUKtx,Fearless,Love Story,75,1,3,False,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054,235767,4
77sMIMlNaSURUAXq5coCxE,Fearless,Fearless,75,1,1,False,0.569,0.741,5,-4.963,1,0.0282,0.0122,0.0,0.3329999999999999,0.43,100.118,241592,4
4svZDCRz4cJoneBpjpx8DJ,Reputation,I Did Something Bad,74,1,3,False,0.696,0.602,0,-6.1560000000000015,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.98899999999998,238253,4
5jQI2r1RdgtuT8S3iG8zFC,Midnights,Lavender Haze,74,1,1,True,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
3qoftcUZaUOncvIYjFSPdE,Midnights,Bejeweled,74,1,9,False,0.696,0.5589999999999999,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.99900000000005,194166,4
1ZY1PqizIl78geGM4xWlEA,Reputation,Gorgeous,74,1,8,False,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-06,0.213,0.451,92.027,209680,4
3rWDp9tBPQR9z6U5YyRSK4,Midnights,Midnight Rain,74,1,6,False,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783,4
3pHkh7d0lzM2AldUtz2x37,Lover,The Archer,74,1,5,False,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4
62E2nR0od0M5HYxuYLaDz7,The Tortured Poets Department,The Black Dog,74,1,17,True,0.527,0.27,0,-10.855,1,0.038,0.7070000000000001,0.0,0.102,0.23,154.042,238857,4
3zwMVvkBe2qIKDObWgXw4N,evermore,right where you left me,74,1,16,False,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.1169999999999999,0.645,137.915,245027,4
22bPsP2jCgbLUvh82U0Z3M,Fearless,The Way I Loved You,74,1,10,False,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.10800000000000001,0.47200000000000003,161.032,243137,4
6oVxXO5oQ4pTpO8RSnkzvv,Reputation,Dress,74,1,12,False,0.7190000000000001,0.469,0,-8.792,1,0.0533,0.0329,0.0,0.1689999999999999,0.0851,120.085,230373,4
7kt9e9LFSpN1zQtYEl19o1,folklore,this is me trying,73,1,9,False,0.515,0.47600000000000003,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.41200000000000003,135.886,195097,4
5YqltLsjdqFtvqE7Nrysvs,Red,We Are Never Ever Getting Back Together,73,1,8,False,0.5670000000000001,0.6859999999999999,7,-6.1389999999999985,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,4
2Rk4JlNc2TPmZe2af99d45,Lover,ME! (Ft. Brendon Urie of Panic! At The Disco),73,1,16,False,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.11800000000000001,0.728,182.162,193000,4
0ZNU020wNYvgW84iljPkPP,folklore,mirrorball,73,1,6,False,0.5529999999999999,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.10700000000001,208978,4
0Jlcvv8IykzHaSmj49uNW8,folklore,the 1,73,1,1,True,0.777,0.35700000000000004,0,-6.942,1,0.0522,0.757,7.28e-06,0.10800000000000001,0.172,139.88299999999998,210252,4
5og4Qzt92jJzVDkOtSEilb,The Tortured Poets Department,But Daddy I Love Him,73,1,6,True,0.521,0.72,4,-7.684,1,0.10400000000000001,0.384,0.0,0.135,0.4379999999999999,79.943,340428,4
3hlGuz3loYoLfI3bpwieWq,The Tortured Poets Department,I Hate It Here,73,1,23,False,0.485,0.562,2,-7.197,1,0.0346,0.7170000000000001,0.0,0.35700000000000004,0.297,105.95299999999999,243876,4
6AtZLIzUINvExIUy4QhdjP,Red,I Knew You Were Trouble,73,1,4,False,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.00799999999995,219760,4
1GwMQaZz6Au3QLDbjbMdme,Reputation,Call It What You Want,73,1,14,False,0.598,0.504,9,-9.874,1,0.0731,0.18600000000000003,0.000221,0.34,0.252,163.954,203507,4
3zMDGj4D8ogaYgAIZPeU7S,The Tortured Poets Department,Peter,73,1,28,False,0.342,0.376,0,-8.212,1,0.0372,0.805,0.0,0.0593,0.29,176.859,283958,3
3ZVFcD8Wlw9T9klGqmJf9F,The Tortured Poets Department,Florida!!! (Ft. Florence + The Machine),73,1,8,True,0.5329999999999999,0.573,0,-7.122999999999998,1,0.138,0.17800000000000002,0.0,0.309,0.3979999999999999,150.088,215463,4
2913xXOVAIDAqxzV2g4VcU,The Tortured Poets Department,The Bolter,73,1,29,True,0.455,0.586,0,-7.978,1,0.0492,0.638,0.0,0.131,0.48100000000000004,183.69400000000002,238242,4
1SymEzIT3H8UZfibCs3TYi,Lover,Afterglow,73,1,15,False,0.7559999999999999,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.3989999999999999,111.01100000000001,223293,4
1rmEsOezwf2lmIZTMAO5Ag,The Tortured Poets Department,Chloe or Sam or Sophia or Marcus,72,1,20,False,0.516,0.451,0,-8.552,1,0.0446,0.78,0.0,0.105,0.218,70.266,213281,4
79uDOz0zuuWS7HWxzMmTa2,Speak Now,Back To December,72,1,3,False,0.4970000000000001,0.635,2,-3.927,1,0.0273,0.00621,0.0,0.1169999999999999,0.203,142.063,294190,4
7G0gBu6nLdhFDPRLc0HdDG,Speak Now,Mine,72,1,1,False,0.6459999999999999,0.7829999999999999,7,-2.846,1,0.0356,0.0044399999999999,1.38e-06,0.171,0.49,121.08,231707,4
3Vevii7qKqrmW8CcyzBHDl,The Tortured Poets Department,"So Long, London",72,1,5,False,0.423,0.5329999999999999,9,-11.388,1,0.322,0.73,0.00264,0.0816,0.248,160.218,262975,4
4OAuvHryIVv4kMDNSLuPt6,Red,Red,72,1,2,False,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.04700000000001,223093,4
3pv7Q5v2dpdefwdWIvE7yH,1989,Shake It Off,72,1,6,False,0.632,0.807,7,-5.676,1,0.0738,0.0103,1.27e-05,0.29,0.9209999999999999,160.055,219209,4
2x0WlnmfG39ZuDmstl9xfX,Reputation,End Game (Ft. Ed Sheeran & Future),72,1,2,False,0.649,0.589,2,-6.237,1,0.0558,0.00845,0.0,0.10800000000000001,0.151,159.07299999999995,244827,4
6VsvKPJ4xjVNKpI8VVZ3SV,folklore,invisible string,72,1,11,False,0.653,0.452,4,-11.142999999999999,0,0.055,0.838,7.730000000000001e-05,0.10800000000000001,0.45,83.43299999999998,252881,4
2XXwLdtuAcE0HSCu61ijAb,The Tortured Poets Department,My Boy Only Breaks His Favorite Toys,72,1,3,False,0.596,0.563,0,-7.362,1,0.0269,0.1369999999999999,0.0,0.302,0.48100000000000004,97.073,203801,4
1LLXZFeAHK9R4xUramtUKw,Lover,London Boy,72,1,11,False,0.695,0.71,1,-6.6389999999999985,1,0.05,0.0246,0.00010400000000000001,0.133,0.557,157.925,190240,4
5kHMfzgLZP95O9NBy0ku4v,Speak Now,I Can See You,72,1,19,False,0.6940000000000001,0.764,6,-4.893,1,0.0337,0.0586,0.0,0.0608,0.8190000000000001,123.044,273186,4
3yII7UwgLF6K5zW3xad3MP,Red,22,72,1,6,False,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.0199999999999999e-05,0.0753,0.642,103.984,230960,4
12M5uqx0ZuwkpLp5rJim1a,Lover,Cornelia Street,72,1,9,False,0.8240000000000001,0.624,0,-9.728,1,0.0827,0.7809999999999999,0.0001889999999999,0.1,0.248,102.012,287267,4
01K4zKU104LyJ8gMb7227B,Red,Nothing New (Ft. Phoebe Bridgers),71,1,23,False,0.606,0.377,0,-9.455,1,0.0275,0.8170000000000001,0.0,0.154,0.446,101.96,258813,4
0g4fMVo4JjwnIpTfFfLdxS,The Tortured Poets Department,Cassandra,71,1,27,True,0.5870000000000001,0.5870000000000001,10,-9.879,1,0.0595,0.8059999999999999,0.0,0.1369999999999999,0.514,139.963,240206,4
4EF6IyONolQy0bIQXm2EmX,The Tortured Poets Department,The Albatross,71,1,19,False,0.35200000000000004,0.479,2,-8.942,1,0.0583,0.655,0.0,0.0935,0.292,172.013,183879,4
4NioO5R9sHEZh4cGzMHyNt,1989,Say Don't Go,71,1,18,False,0.626,0.547,4,-8.285,1,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,279833,4
3eX0NZfLtGzoLUxPNvRfqm,Midnights,Maroon,71,1,2,True,0.637,0.3979999999999999,7,-8.294,1,0.0564,0.0573,1.03e-06,0.1009999999999999,0.0374,108.075,218271,4
2vPMoMDXxu9uX1igWZmXSG,1989,New Romantics,71,1,16,False,0.6509999999999999,0.855,5,-5.959,1,0.0538,0.0068,9.81e-06,0.0759,0.698,121.98,230178,4
5hQSXkFgbxjZo9uCwd11so,Lover,False God,71,1,13,False,0.7390000000000001,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.35100000000000003,79.97,200307,4
3xYJScVfxByb61dYHTwiby,Midnights,Hits Different,71,1,21,True,0.672,0.782,5,-6.499,1,0.0421,0.14800000000000002,4.73e-06,0.29600000000000004,0.239,106.02600000000001,234467,4
1xwAWUI6Dj0WGC3KiUPN0O,Midnights,Vigilante Shit,71,1,8,True,0.7979999999999999,0.2769999999999999,4,-11.095999999999998,0,0.39,0.17300000000000001,5.25e-05,0.121,0.163,79.846,164801,4
4hqJ4bSlYJOXb6Z4SRmzxs,Speak Now,Long Live,71,1,14,False,0.375,0.65,0,-4.0310000000000015,1,0.0402,0.0122,0.0,0.1889999999999999,0.0752,203.89,317960,4
3NMrVbIVWT3fPXBj0rNDKG,The Tortured Poets Department,The Tortured Poets Department,71,1,2,True,0.604,0.428,0,-8.441,1,0.0255,0.0483,0.0,0.126,0.292,110.259,293048,4
6RSG1dKPV5gEvILwJb4QtS,The Tortured Poets Department,loml,71,1,12,True,0.423,0.272,0,-12.56,1,0.0489,0.858,0.0,0.10800000000000001,0.195,78.539,277157,3
045ZeOHPIzhxxsm8bq5kyE,1989,Out Of The Woods,71,1,4,False,0.547,0.885,0,-5.961,1,0.0418,0.000512,9.37e-05,0.39,0.192,91.992,235800,4
1dhMTsEZz6ZEquGvmzVoHn,The Tortured Poets Department,The Alchemy,70,1,15,False,0.64,0.42100000000000004,0,-8.802,1,0.0273,0.42200000000000004,0.0,0.10300000000000001,0.353,100.056,196900,4
7HuBDWi18s4aJM8UFnNheH,Reputation,King Of My Heart,70,1,10,False,0.675,0.703,0,-7.902,1,0.0382,0.00882,2.21e-06,0.0391,0.314,110.01,214320,4
2dgFqt3w9xIQRjhPtwNk3D,Lover,Death By A Thousand Cuts,70,1,10,False,0.7120000000000001,0.732,4,-6.754,1,0.0629,0.4539999999999999,0.0,0.319,0.313,94.071,198533,4
1Zai5UJ2di3qEuR2HeT2s8,The Tortured Poets Department,I Look in People's Windows,70,1,25,False,0.763,0.2739999999999999,1,-11.429,0,0.0738,0.69,0.0,0.1639999999999999,0.385,90.796,131907,4
7ogK4lJDVDMU6A6vYR5rvD,The Tortured Poets Department,thanK you aIMee,70,1,24,True,0.609,0.541,7,-8.013,1,0.0346,0.609,0.0,0.122,0.252,95.99700000000001,263817,4
7FmYn9e7KHMXcxqGSj9LjH,Midnights,Mastermind,70,1,13,False,0.662,0.35700000000000004,4,-14.064,1,0.154,0.5529999999999999,0.0012900000000000001,0.0837,0.124,125.96600000000001,191039,4
5kI4eCXXzyuIUXjQra0Cxi,folklore,betty,70,1,14,True,0.593,0.377,0,-8.761000000000001,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4
7qEUFOVcxRI19tbT68JcYK,Red,Everything Has Changed (Ft. Ed Sheeran),70,1,14,False,0.498,0.61,6,-5.098,1,0.0363,0.271,0.0,0.223,0.474,79.918,245427,4
0NwGC0v03ysCYINtg6ns58,Speak Now,Better Than Revenge,69,1,10,False,0.496,0.885,11,-2.969,0,0.0803,0.000886,0.0,0.191,0.665,145.863,220307,4
3z6XUommYDWPHeFhmhhT6j,Red,Message In A Bottle,69,1,25,False,0.622,0.7909999999999999,7,-6.106,1,0.0535,0.0018800000000000002,3.72e-06,0.083,0.494,115.915,225960,4
3MytWN8L7shNYzGl4tAKRp,Speak Now,Sparks Fly,69,1,2,False,0.588,0.758,5,-2.347,1,0.0305,0.0251,0.0,0.131,0.387,114.991,261231,4
7F5oktn5YOsR9eR5YsFtqb,Reputation,New Year's Day,69,1,15,False,0.6609999999999999,0.151,0,-12.864,1,0.0354,0.9209999999999999,0.0,0.13,0.23,94.92200000000001,235467,4
7I7JbDv63ZJJsSi24DyJrz,Reputation,Dancing With Our Hands Tied,69,1,11,False,0.624,0.691,0,-6.686,0,0.196,0.0604,1.1e-05,0.138,0.284,160.024,211507,4
4CkgMiMqZ5JzW9iYXSTMTL,Red,I Bet You Think About Me (Ft. Chris Stapleton),69,1,26,True,0.391,0.715,0,-4.516,1,0.0495,0.1669999999999999,0.0,0.183,0.473,149.654,285107,3
43rA71bccXFGD4C8GOpIlN,Lover,I Forgot That You Existed,69,1,1,False,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4
1DTRUYVd8rYpla9hhVVwjo,The Tortured Poets Department,The Manuscript,69,1,31,False,0.509,0.256,0,-11.665,1,0.0306,0.9009999999999999,2.43e-06,0.10300000000000001,0.436,94.184,224744,4
2v1ivOOsgn64g5OywuH55L,The Tortured Poets Department,The Smallest Man Who Ever Lived,69,1,14,True,0.426,0.41,10,-9.083,1,0.0581,0.52,0.0,0.3379999999999999,0.263,142.377,245542,1
0A1JLUlkZkp2EFrosoNQi0,Midnights,Labyrinth,69,1,10,False,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,247962,4
2YWtcWi3a83pdEg3Gif4Pd,Lover,I Think He Knows,69,1,6,False,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.0003529999999999,0.0715,0.41600000000000004,100.00299999999999,173387,4
6KJqZcs9XDgVck7Lg9QOTC,folklore,seven,69,1,7,False,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7000000000000002e-05,0.091,0.415,94.926,208907,4
1hR8BSuEqPCCZfv93zzzz9,1989,Welcome To New York,68,1,1,False,0.7609999999999999,0.607,7,-4.83,1,0.0312,0.0096099999999999,2.24e-05,0.3670000000000001,0.674,116.98,212600,4
2Eeur20xVqfUoM3Q7EFPFt,folklore,the last great american dynasty,68,1,3,True,0.6859999999999999,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4
2CnjDMdpRjlWv04Xk3s6MW,The Tortured Poets Department,Robin,68,1,30,False,0.47600000000000003,0.386,0,-10.600999999999999,1,0.03,0.7909999999999999,0.00042300000000000004,0.1,0.158,138.265,240893,4
07NxDD1iKCHbAldceD7QLP,Reputation,This Is Why We Can't Have Nice Things,68,1,13,False,0.5670000000000001,0.789,5,-5.9860000000000015,1,0.115,0.0156,0.0,0.382,0.4379999999999999,163.96,207133,4
2CYVETnhM9aytqrazYYwrK,Fearless,Mr. Perfectly Fine,68,1,22,False,0.66,0.8170000000000001,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.7140000000000001,135.942,277592,4
4UwqOWDpdeIDVQDuKT6iza,1989,You Are In Love,68,1,15,False,0.537,0.495,9,-9.416,1,0.0573,0.609,2.49e-06,0.1119999999999999,0.4920000000000001,84.948,267389,4
15DeqWWQB4dcEWzJg15VrN,Taylor Swift,Our Song,68,1,11,False,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.3289999999999999,0.539,89.01100000000002,201107,4
2ByBBvpR9b7IynvRmnG7kG,1989,Clean,68,1,13,False,0.7709999999999999,0.386,4,-8.917,1,0.0297,0.276,2.01e-05,0.121,0.239,103.96,271000,4
3UMrglJeju5yWyYIW6o99b,Midnights,The Great War,67,1,14,False,0.573,0.741,5,-8.987,1,0.0353,0.2189999999999999,2.23e-05,0.0842,0.5539999999999999,96.016,240356,4
5PxFv9yJEg9dxvbZggykro,Reputation,So It Goes...,67,1,7,False,0.574,0.61,2,-7.282999999999999,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,227907,4
0wavGRldH0AWyu2zvTz8zb,Midnights,Sweet Nothing,67,1,12,False,0.337,0.156,0,-14.919,1,0.0518,0.9640000000000001,7.72e-05,0.115,0.39,176.655,188497,4
6dTA6y0C2ReQklntzZl8l3,Speak Now,The Story Of Us,67,1,7,False,0.515,0.7809999999999999,4,-2.608,1,0.0535,0.0019199999999999,0.0,0.054000000000000006,0.57,139.846,267653,4
1wtOxkiel43cVs0Yux5Q4h,Midnights,Snow On The Beach (Ft. Lana Del Rey),67,1,4,True,0.6629999999999999,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.1169999999999999,0.193,109.95700000000001,256124,4
64FzgoLZ3oXu2SriZblHic,1989,Bad Blood,67,1,8,False,0.619,0.6859999999999999,7,-6.369,1,0.1639999999999999,0.0385,0.0,0.307,0.364,169.94299999999996,211104,4
59KOoHFcw5XfICnO57holu,Speak Now,Last Kiss,67,1,13,False,0.55,0.366,10,-8.46,1,0.0276,0.447,4.43e-06,0.1009999999999999,0.16,79.40100000000002,369120,3
0y6kdSRCVQhSsHSpWvTUm7,Red,The Last Time (Ft. Gary Lightbody of Snow Patrol),67,1,10,False,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,299080,4
4tMzIAFTFdqGBQLdfbPces,Speak Now,Haunted,67,1,12,False,0.4270000000000001,0.915,5,-1.909,1,0.0619,0.006670000000000001,0.0,0.221,0.355,162.201,245413,4
6pYNq0ZwpPVazKzsqpf0G8,Red,The Very First Night,67,1,29,False,0.6779999999999999,0.733,7,-5.025,1,0.0281,0.00115,0.0,0.10400000000000001,0.581,121.009,200280,4
1zU8j1x3yi9xalMF96pzKp,Speak Now,Dear John,66,1,5,False,0.419,0.47,4,-5.016,1,0.0296,0.0236,0.0,0.163,0.133,119.294,405907,3
30Y4CV7A6YqtQtTTo7Ue4j,Speak Now,Mean,66,1,6,False,0.524,0.6920000000000001,4,-3.866,1,0.0369,0.311,0.0,0.192,0.621,163.87400000000005,238693,4
5xXqyjLicvEpch72qEryFT,Speak Now,Speak Now,66,1,4,False,0.727,0.677,7,-2.8710000000000004,1,0.0325,0.248,0.0,0.14300000000000002,0.639,118.995,242473,4
6T0sEnqjmHISIKwFETeeiP,1989,Suburban Legends,66,1,20,False,0.6990000000000001,0.621,0,-8.738999999999999,1,0.0369,0.198,0.0,0.10400000000000001,0.344,118.04799999999999,171819,4
4s8BIKx4Zh6ryAEz8RTlaU,Speak Now,Foolish One,66,1,21,False,0.6709999999999999,0.588,7,-4.675,1,0.0299,0.617,0.0,0.111,0.5429999999999999,96.965,311765,4
1HCdems7PQZRj42QDWLA0A,Speak Now,Timeless,66,1,22,False,0.624,0.585,3,-5.847,1,0.0328,0.3,0.0,0.0916,0.65,142.88299999999995,321397,4
6GXgd1BPD9bUpqw5AntGV5,1989,All You Had To Do Was Stay,66,1,5,False,0.586,0.72,0,-5.556,1,0.035,0.000718,0.0,0.0949,0.48100000000000004,97.057,193289,4
2gVhfX2Gy1T9kDuS9azrF7,evermore,willow,66,1,1,False,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
05GsNucq8Bngd9fnd4fRa0,Red,Begin Again,66,1,16,False,0.519,0.527,7,-7.672999999999999,1,0.0274,0.075,0.0,0.132,0.267,78.915,238867,4
